"alpha"	"gamma"	"alphaM"	"gammaM"	"a"	"b"
36.6083	-33.7601	36.6	-33.78	36.6	-33.78
36.6105	-33.7562	36.6	-33.78	36.6	-33.78
36.6126	-33.7523	36.6	-33.78	36.6	-33.78
36.6148	-33.7483	36.6	-33.72	36.6	-33.72
36.6169	-33.7444	36.6	-33.72	36.6	-33.72
36.6191	-33.7405	36.6	-33.72	36.6	-33.72
36.6212	-33.7365	36.6	-33.72	36.6	-33.72
36.6234	-33.7326	36.6	-33.72	36.6	-33.72
36.6255	-33.7286	36.6	-33.72	36.6	-33.72
36.6277	-33.7247	36.6	-33.72	36.6	-33.72
36.6298	-33.7208	36.6	-33.72	36.6	-33.72
36.632	-33.7168	36.66	-33.72	36.66	-33.72
36.6341	-33.7129	36.66	-33.72	36.66	-33.72
36.6362	-33.7089	36.66	-33.72	36.66	-33.72
36.6384	-33.705	36.66	-33.72	36.66	-33.72
36.6405	-33.7011	36.66	-33.72	36.66	-33.72
36.6427	-33.6971	36.66	-33.72	36.66	-33.72
36.6448	-33.6932	36.66	-33.72	36.66	-33.72
36.647	-33.6892	36.66	-33.66	36.66	-33.66
36.6491	-33.6853	36.66	-33.66	36.66	-33.66
36.6512	-33.6814	36.66	-33.66	36.66	-33.66
36.6534	-33.6774	36.66	-33.66	36.66	-33.66
36.6555	-33.6735	36.66	-33.66	36.66	-33.66
36.6577	-33.6695	36.66	-33.66	36.66	-33.66
36.6598	-33.6656	36.66	-33.66	36.66	-33.66
36.662	-33.6616	36.66	-33.66	36.66	-33.66
36.6641	-33.6577	36.66	-33.66	36.66	-33.66
36.6662	-33.6538	36.66	-33.66	36.66	-33.66
36.6684	-33.6498	36.66	-33.66	36.66	-33.66
36.6705	-33.6459	36.66	-33.66	36.66	-33.66
36.6727	-33.6419	36.66	-33.66	36.66	-33.66
36.6748	-33.638	36.66	-33.66	36.66	-33.66
36.6769	-33.634	36.66	-33.66	36.66	-33.66
36.6791	-33.6301	36.66	-33.66	36.66	-33.66
36.6812	-33.6261	36.66	-33.6	36.66	-33.6
36.6834	-33.6222	36.66	-33.6	36.66	-33.6
36.6855	-33.6182	36.66	-33.6	36.66	-33.6
36.6876	-33.6143	36.66	-33.6	36.66	-33.6
36.6898	-33.6103	36.66	-33.6	36.66	-33.6
36.6919	-33.6064	36.72	-33.6	36.72	-33.6
36.6941	-33.6025	36.72	-33.6	36.72	-33.6
36.6962	-33.5985	36.72	-33.6	36.72	-33.6
36.6983	-33.5946	36.72	-33.6	36.72	-33.6
36.7005	-33.5906	36.72	-33.6	36.72	-33.6
36.7026	-33.5867	36.72	-33.6	36.72	-33.6
36.7047	-33.5827	36.72	-33.6	36.72	-33.6
36.7069	-33.5788	36.72	-33.6	36.72	-33.6
36.709	-33.5748	36.72	-33.6	36.72	-33.6
36.7112	-33.5709	36.72	-33.6	36.72	-33.6
36.7133	-33.5669	36.72	-33.54	36.72	-33.54
36.7154	-33.563	36.72	-33.54	36.72	-33.54
36.7176	-33.559	36.72	-33.54	36.72	-33.54
36.7197	-33.5551	36.72	-33.54	36.72	-33.54
36.7218	-33.5511	36.72	-33.54	36.72	-33.54
36.724	-33.5471	36.72	-33.54	36.72	-33.54
36.7261	-33.5432	36.72	-33.54	36.72	-33.54
36.7282	-33.5392	36.72	-33.54	36.72	-33.54
36.7304	-33.5353	36.72	-33.54	36.72	-33.54
36.7325	-33.5313	36.72	-33.54	36.72	-33.54
36.7346	-33.5274	36.72	-33.54	36.72	-33.54
36.7368	-33.5234	36.72	-33.54	36.72	-33.54
36.7389	-33.5195	36.72	-33.54	36.72	-33.54
36.741	-33.5155	36.72	-33.54	36.72	-33.54
36.7432	-33.5116	36.72	-33.54	36.72	-33.54
36.7453	-33.5076	36.72	-33.48	36.72	-33.48
36.7474	-33.5037	36.72	-33.48	36.72	-33.48
36.7496	-33.4997	36.72	-33.48	36.72	-33.48
36.7517	-33.4957	36.78	-33.48	36.78	-33.48
36.7538	-33.4918	36.78	-33.48	36.78	-33.48
36.756	-33.4878	36.78	-33.48	36.78	-33.48
36.7581	-33.4839	36.78	-33.48	36.78	-33.48
36.7602	-33.4799	36.78	-33.48	36.78	-33.48
36.7624	-33.476	36.78	-33.48	36.78	-33.48
36.7645	-33.472	36.78	-33.48	36.78	-33.48
36.7666	-33.468	36.78	-33.48	36.78	-33.48
36.7688	-33.4641	36.78	-33.48	36.78	-33.48
36.7709	-33.4601	36.78	-33.48	36.78	-33.48
36.773	-33.4562	36.78	-33.48	36.78	-33.48
36.7752	-33.4522	36.78	-33.48	36.78	-33.48
36.7773	-33.4482	36.78	-33.42	36.78	-33.42
36.7794	-33.4443	36.78	-33.42	36.78	-33.42
36.7815	-33.4403	36.78	-33.42	36.78	-33.42
36.7837	-33.4364	36.78	-33.42	36.78	-33.42
36.7858	-33.4324	36.78	-33.42	36.78	-33.42
36.7879	-33.4284	36.78	-33.42	36.78	-33.42
36.7901	-33.4245	36.78	-33.42	36.78	-33.42
36.7922	-33.4205	36.78	-33.42	36.78	-33.42
36.7943	-33.4166	36.78	-33.42	36.78	-33.42
36.7964	-33.4126	36.78	-33.42	36.78	-33.42
36.7986	-33.4086	36.78	-33.42	36.78	-33.42
36.8007	-33.4047	36.78	-33.42	36.78	-33.42
36.8028	-33.4007	36.78	-33.42	36.78	-33.42
36.8049	-33.3967	36.78	-33.42	36.78	-33.42
36.8071	-33.3928	36.78	-33.42	36.78	-33.42
36.8092	-33.3888	36.78	-33.36	36.78	-33.36
36.8113	-33.3849	36.84	-33.36	36.84	-33.36
36.8135	-33.3809	36.84	-33.36	36.84	-33.36
36.8156	-33.3769	36.84	-33.36	36.84	-33.36
36.8177	-33.373	36.84	-33.36	36.84	-33.36
36.8198	-33.369	36.84	-33.36	36.84	-33.36
36.822	-33.365	36.84	-33.36	36.84	-33.36
36.8241	-33.3611	36.84	-33.36	36.84	-33.36
36.8262	-33.3571	36.84	-33.36	36.84	-33.36
36.8283	-33.3531	36.84	-33.36	36.84	-33.36
36.8305	-33.3492	36.84	-33.36	36.84	-33.36
36.8326	-33.3452	36.84	-33.36	36.84	-33.36
36.8347	-33.3412	36.84	-33.36	36.84	-33.36
36.8368	-33.3373	36.84	-33.36	36.84	-33.36
36.8389	-33.3333	36.84	-33.36	36.84	-33.36
36.8411	-33.3293	36.84	-33.3	36.84	-33.3
36.8432	-33.3254	36.84	-33.3	36.84	-33.3
36.8453	-33.3214	36.84	-33.3	36.84	-33.3
36.8474	-33.3174	36.84	-33.3	36.84	-33.3
36.8496	-33.3134	36.84	-33.3	36.84	-33.3
36.8517	-33.3095	36.84	-33.3	36.84	-33.3
36.8538	-33.3055	36.84	-33.3	36.84	-33.3
36.8559	-33.3015	36.84	-33.3	36.84	-33.3
36.858	-33.2976	36.84	-33.3	36.84	-33.3
36.8602	-33.2936	36.84	-33.3	36.84	-33.3
36.8623	-33.2896	36.84	-33.3	36.84	-33.3
36.8644	-33.2856	36.84	-33.3	36.84	-33.3
36.8665	-33.2817	36.84	-33.3	36.84	-33.3
36.8687	-33.2777	36.84	-33.3	36.84	-33.3
36.8708	-33.2737	36.9	-33.3	36.9	-33.3
36.8729	-33.2698	36.9	-33.24	36.9	-33.24
36.875	-33.2658	36.9	-33.24	36.9	-33.24
36.8771	-33.2618	36.9	-33.24	36.9	-33.24
36.8792	-33.2578	36.9	-33.24	36.9	-33.24
36.8814	-33.2539	36.9	-33.24	36.9	-33.24
36.8835	-33.2499	36.9	-33.24	36.9	-33.24
36.8856	-33.2459	36.9	-33.24	36.9	-33.24
36.8877	-33.2419	36.9	-33.24	36.9	-33.24
36.8898	-33.238	36.9	-33.24	36.9	-33.24
36.892	-33.234	36.9	-33.24	36.9	-33.24
36.8941	-33.23	36.9	-33.24	36.9	-33.24
36.8962	-33.226	36.9	-33.24	36.9	-33.24
36.8983	-33.2221	36.9	-33.24	36.9	-33.24
36.9004	-33.2181	36.9	-33.24	36.9	-33.24
36.9025	-33.2141	36.9	-33.24	36.9	-33.24
36.9047	-33.2101	36.9	-33.24	36.9	-33.24
36.9068	-33.2062	36.9	-33.18	36.9	-33.18
36.9089	-33.2022	36.9	-33.18	36.9	-33.18
36.911	-33.1982	36.9	-33.18	36.9	-33.18
36.9131	-33.1942	36.9	-33.18	36.9	-33.18
36.9152	-33.1902	36.9	-33.18	36.9	-33.18
36.9174	-33.1863	36.9	-33.18	36.9	-33.18
36.9195	-33.1823	36.9	-33.18	36.9	-33.18
36.9216	-33.1783	36.9	-33.18	36.9	-33.18
36.9237	-33.1743	36.9	-33.18	36.9	-33.18
36.9258	-33.1703	36.9	-33.18	36.9	-33.18
36.9279	-33.1664	36.9	-33.18	36.9	-33.18
36.93	-33.1624	36.9	-33.18	36.96	-33.18
36.9322	-33.1584	36.96	-33.18	36.96	-33.18
36.9343	-33.1544	36.96	-33.18	36.96	-33.18
36.9364	-33.1504	36.96	-33.18	36.96	-33.18
36.9385	-33.1465	36.96	-33.12	36.96	-33.12
36.9406	-33.1425	36.96	-33.12	36.96	-33.12
36.9427	-33.1385	36.96	-33.12	36.96	-33.12
36.9448	-33.1345	36.96	-33.12	36.96	-33.12
36.9469	-33.1305	36.96	-33.12	36.96	-33.12
36.9491	-33.1265	36.96	-33.12	36.96	-33.12
36.9512	-33.1226	36.96	-33.12	36.96	-33.12
36.9533	-33.1186	36.96	-33.12	36.96	-33.12
36.9554	-33.1146	36.96	-33.12	36.96	-33.12
36.9575	-33.1106	36.96	-33.12	36.96	-33.12
36.9596	-33.1066	36.96	-33.12	36.96	-33.12
36.9617	-33.1026	36.96	-33.12	36.96	-33.12
36.9638	-33.0986	36.96	-33.12	36.96	-33.12
36.9659	-33.0947	36.96	-33.12	36.96	-33.12
36.968	-33.0907	36.96	-33.12	36.96	-33.12
36.9702	-33.0867	36.96	-33.06	36.96	-33.06
36.9723	-33.0827	36.96	-33.06	36.96	-33.06
36.9744	-33.0787	36.96	-33.06	36.96	-33.06
36.9765	-33.0747	36.96	-33.06	36.96	-33.06
36.9786	-33.0707	36.96	-33.06	36.96	-33.06
36.9807	-33.0667	36.96	-33.06	36.96	-33.06
36.9828	-33.0628	36.96	-33.06	36.96	-33.06
36.9849	-33.0588	36.96	-33.06	36.96	-33.06
36.987	-33.0548	36.96	-33.06	36.96	-33.06
36.9891	-33.0508	36.96	-33.06	36.96	-33.06
36.9912	-33.0468	37.02	-33.06	37.02	-33.06
36.9933	-33.0428	37.02	-33.06	37.02	-33.06
36.9955	-33.0388	37.02	-33.06	37.02	-33.06
36.9976	-33.0348	37.02	-33.06	37.02	-33.06
36.9997	-33.0308	37.02	-33.06	37.02	-33.06
37.0018	-33.0268	37.02	-33	37.02	-33
37.0039	-33.0229	37.02	-33	37.02	-33
37.006	-33.0189	37.02	-33	37.02	-33
37.0081	-33.0149	37.02	-33	37.02	-33
37.0102	-33.0109	37.02	-33	37.02	-33
37.0123	-33.0069	37.02	-33	37.02	-33
37.0144	-33.0029	37.02	-33	37.02	-33
37.0165	-32.9989	37.02	-33	37.02	-33
37.0186	-32.9949	37.02	-33	37.02	-33
37.0207	-32.9909	37.02	-33	37.02	-33
37.0228	-32.9869	37.02	-33	37.02	-33
37.0249	-32.9829	37.02	-33	37.02	-33
37.027	-32.9789	37.02	-33	37.02	-33
37.0291	-32.9749	37.02	-33	37.02	-33
37.0312	-32.9709	37.02	-33	37.02	-33
37.0333	-32.9669	37.02	-32.94	37.02	-32.94
37.0354	-32.963	37.02	-32.94	37.02	-32.94
37.0375	-32.959	37.02	-32.94	37.02	-32.94
37.0396	-32.955	37.02	-32.94	37.02	-32.94
37.0417	-32.951	37.02	-32.94	37.02	-32.94
37.0438	-32.947	37.02	-32.94	37.02	-32.94
37.0459	-32.943	37.02	-32.94	37.02	-32.94
37.048	-32.939	37.02	-32.94	37.02	-32.94
37.0501	-32.935	37.08	-32.94	37.08	-32.94
37.0522	-32.931	37.08	-32.94	37.08	-32.94
37.0543	-32.927	37.08	-32.94	37.08	-32.94
37.0564	-32.923	37.08	-32.94	37.08	-32.94
37.0585	-32.919	37.08	-32.94	37.08	-32.94
37.0606	-32.915	37.08	-32.94	37.08	-32.94
37.0627	-32.911	37.08	-32.94	37.08	-32.94
37.0648	-32.907	37.08	-32.88	37.08	-32.88
37.0669	-32.903	37.08	-32.88	37.08	-32.88
37.069	-32.899	37.08	-32.88	37.08	-32.88
37.0711	-32.895	37.08	-32.88	37.08	-32.88
37.0732	-32.891	37.08	-32.88	37.08	-32.88
37.0753	-32.887	37.08	-32.88	37.08	-32.88
37.0774	-32.883	37.08	-32.88	37.08	-32.88
37.0795	-32.879	37.08	-32.88	37.08	-32.88
37.0816	-32.875	37.08	-32.88	37.08	-32.88
37.0837	-32.871	37.08	-32.88	37.08	-32.88
37.0858	-32.867	37.08	-32.88	37.08	-32.88
37.0879	-32.863	37.08	-32.88	37.08	-32.88
37.09	-32.859	37.08	-32.88	37.08	-32.88
37.0921	-32.855	37.08	-32.88	37.08	-32.88
37.0942	-32.8509	37.08	-32.88	37.08	-32.88
37.0963	-32.8469	37.08	-32.82	37.08	-32.82
37.0984	-32.8429	37.08	-32.82	37.08	-32.82
37.1005	-32.8389	37.08	-32.82	37.08	-32.82
37.1026	-32.8349	37.08	-32.82	37.08	-32.82
37.1047	-32.8309	37.08	-32.82	37.08	-32.82
37.1068	-32.8269	37.08	-32.82	37.08	-32.82
37.1089	-32.8229	37.08	-32.82	37.08	-32.82
37.111	-32.8189	37.14	-32.82	37.14	-32.82
37.1131	-32.8149	37.14	-32.82	37.14	-32.82
37.1152	-32.8109	37.14	-32.82	37.14	-32.82
37.1173	-32.8069	37.14	-32.82	37.14	-32.82
37.1193	-32.8029	37.14	-32.82	37.14	-32.82
37.1214	-32.7989	37.14	-32.82	37.14	-32.82
37.1235	-32.7949	37.14	-32.82	37.14	-32.82
37.1256	-32.7908	37.14	-32.82	37.14	-32.82
37.1277	-32.7868	37.14	-32.76	37.14	-32.76
37.1298	-32.7828	37.14	-32.76	37.14	-32.76
37.1319	-32.7788	37.14	-32.76	37.14	-32.76
37.134	-32.7748	37.14	-32.76	37.14	-32.76
37.1361	-32.7708	37.14	-32.76	37.14	-32.76
37.1382	-32.7668	37.14	-32.76	37.14	-32.76
37.1403	-32.7628	37.14	-32.76	37.14	-32.76
37.1424	-32.7588	37.14	-32.76	37.14	-32.76
37.1444	-32.7548	37.14	-32.76	37.14	-32.76
37.1465	-32.7507	37.14	-32.76	37.14	-32.76
37.1486	-32.7467	37.14	-32.76	37.14	-32.76
37.1507	-32.7427	37.14	-32.76	37.14	-32.76
37.1528	-32.7387	37.14	-32.76	37.14	-32.76
37.1549	-32.7347	37.14	-32.76	37.14	-32.76
37.157	-32.7307	37.14	-32.76	37.14	-32.76
37.1591	-32.7267	37.14	-32.7	37.14	-32.7
37.1612	-32.7227	37.14	-32.7	37.14	-32.7
37.1633	-32.7186	37.14	-32.7	37.14	-32.7
37.1653	-32.7146	37.14	-32.7	37.14	-32.7
37.1674	-32.7106	37.14	-32.7	37.14	-32.7
37.1695	-32.7066	37.14	-32.7	37.14	-32.7
37.1716	-32.7026	37.2	-32.7	37.2	-32.7
37.1737	-32.6986	37.2	-32.7	37.2	-32.7
37.1758	-32.6946	37.2	-32.7	37.2	-32.7
37.1779	-32.6905	37.2	-32.7	37.2	-32.7
37.18	-32.6865	37.2	-32.7	37.2	-32.7
37.182	-32.6825	37.2	-32.7	37.2	-32.7
37.1841	-32.6785	37.2	-32.7	37.2	-32.7
37.1862	-32.6745	37.2	-32.7	37.2	-32.7
37.1883	-32.6705	37.2	-32.7	37.2	-32.7
37.1904	-32.6664	37.2	-32.64	37.2	-32.64
37.1925	-32.6624	37.2	-32.64	37.2	-32.64
37.1946	-32.6584	37.2	-32.64	37.2	-32.64
37.1966	-32.6544	37.2	-32.64	37.2	-32.64
37.1987	-32.6504	37.2	-32.64	37.2	-32.64
37.2008	-32.6463	37.2	-32.64	37.2	-32.64
37.2029	-32.6423	37.2	-32.64	37.2	-32.64
37.205	-32.6383	37.2	-32.64	37.2	-32.64
37.2071	-32.6343	37.2	-32.64	37.2	-32.64
37.2091	-32.6303	37.2	-32.64	37.2	-32.64
37.2112	-32.6262	37.2	-32.64	37.2	-32.64
37.2133	-32.6222	37.2	-32.64	37.2	-32.64
37.2154	-32.6182	37.2	-32.64	37.2	-32.64
37.2175	-32.6142	37.2	-32.64	37.2	-32.64
37.2196	-32.6102	37.2	-32.64	37.2	-32.64
37.2216	-32.6061	37.2	-32.58	37.2	-32.58
37.2237	-32.6021	37.2	-32.58	37.2	-32.58
37.2258	-32.5981	37.2	-32.58	37.2	-32.58
37.2279	-32.5941	37.2	-32.58	37.2	-32.58
37.23	-32.59	37.2	-32.58	37.2	-32.58
37.232	-32.586	37.26	-32.58	37.26	-32.58
37.2341	-32.582	37.26	-32.58	37.26	-32.58
37.2362	-32.578	37.26	-32.58	37.26	-32.58
37.2383	-32.5739	37.26	-32.58	37.26	-32.58
37.2404	-32.5699	37.26	-32.58	37.26	-32.58
37.2424	-32.5659	37.26	-32.58	37.26	-32.58
37.2445	-32.5619	37.26	-32.58	37.26	-32.58
37.2466	-32.5578	37.26	-32.58	37.26	-32.58
37.2487	-32.5538	37.26	-32.58	37.26	-32.58
37.2508	-32.5498	37.26	-32.52	37.26	-32.52
37.2528	-32.5458	37.26	-32.52	37.26	-32.52
37.2549	-32.5417	37.26	-32.52	37.26	-32.52
37.257	-32.5377	37.26	-32.52	37.26	-32.52
37.2591	-32.5337	37.26	-32.52	37.26	-32.52
37.2612	-32.5296	37.26	-32.52	37.26	-32.52
37.2632	-32.5256	37.26	-32.52	37.26	-32.52
37.2653	-32.5216	37.26	-32.52	37.26	-32.52
37.2674	-32.5176	37.26	-32.52	37.26	-32.52
37.2695	-32.5135	37.26	-32.52	37.26	-32.52
37.2715	-32.5095	37.26	-32.52	37.26	-32.52
37.2736	-32.5055	37.26	-32.52	37.26	-32.52
37.2757	-32.5014	37.26	-32.52	37.26	-32.52
37.2778	-32.4974	37.26	-32.52	37.26	-32.52
37.2798	-32.4934	37.26	-32.52	37.26	-32.52
37.2819	-32.4894	37.26	-32.46	37.26	-32.46
37.284	-32.4853	37.26	-32.46	37.26	-32.46
37.2861	-32.4813	37.26	-32.46	37.26	-32.46
37.2881	-32.4773	37.26	-32.46	37.26	-32.46
37.2902	-32.4732	37.32	-32.46	37.32	-32.46
37.2923	-32.4692	37.32	-32.46	37.32	-32.46
37.2944	-32.4652	37.32	-32.46	37.32	-32.46
37.2964	-32.4611	37.32	-32.46	37.32	-32.46
37.2985	-32.4571	37.32	-32.46	37.32	-32.46
37.3006	-32.4531	37.32	-32.46	37.32	-32.46
37.3027	-32.449	37.32	-32.46	37.32	-32.46
37.3047	-32.445	37.32	-32.46	37.32	-32.46
37.3068	-32.441	37.32	-32.46	37.32	-32.46
37.3089	-32.4369	37.32	-32.46	37.32	-32.46
37.311	-32.4329	37.32	-32.46	37.32	-32.46
37.313	-32.4289	37.32	-32.4	37.32	-32.4
37.3151	-32.4248	37.32	-32.4	37.32	-32.4
37.3172	-32.4208	37.32	-32.4	37.32	-32.4
37.3192	-32.4167	37.32	-32.4	37.32	-32.4
37.3213	-32.4127	37.32	-32.4	37.32	-32.4
37.3234	-32.4087	37.32	-32.4	37.32	-32.4
37.3255	-32.4046	37.32	-32.4	37.32	-32.4
37.3275	-32.4006	37.32	-32.4	37.32	-32.4
37.3296	-32.3966	37.32	-32.4	37.32	-32.4
37.3317	-32.3925	37.32	-32.4	37.32	-32.4
37.3337	-32.3885	37.32	-32.4	37.32	-32.4
37.3358	-32.3844	37.32	-32.4	37.32	-32.4
37.3379	-32.3804	37.32	-32.4	37.32	-32.4
37.3399	-32.3764	37.32	-32.4	37.32	-32.4
37.342	-32.3723	37.32	-32.4	37.32	-32.4
37.3441	-32.3683	37.32	-32.34	37.32	-32.34
37.3462	-32.3642	37.32	-32.34	37.32	-32.34
37.3482	-32.3602	37.32	-32.34	37.32	-32.34
37.3503	-32.3562	37.38	-32.34	37.38	-32.34
37.3524	-32.3521	37.38	-32.34	37.38	-32.34
37.3544	-32.3481	37.38	-32.34	37.38	-32.34
37.3565	-32.344	37.38	-32.34	37.38	-32.34
37.3586	-32.34	37.38	-32.34	37.38	-32.34
37.3606	-32.336	37.38	-32.34	37.38	-32.34
37.3627	-32.3319	37.38	-32.34	37.38	-32.34
37.3648	-32.3279	37.38	-32.34	37.38	-32.34
37.3668	-32.3238	37.38	-32.34	37.38	-32.34
37.3689	-32.3198	37.38	-32.34	37.38	-32.34
37.371	-32.3157	37.38	-32.34	37.38	-32.34
37.373	-32.3117	37.38	-32.34	37.38	-32.34
37.3751	-32.3077	37.38	-32.28	37.38	-32.28
37.3771	-32.3036	37.38	-32.28	37.38	-32.28
37.3792	-32.2996	37.38	-32.28	37.38	-32.28
37.3813	-32.2955	37.38	-32.28	37.38	-32.28
37.3833	-32.2915	37.38	-32.28	37.38	-32.28
37.3854	-32.2874	37.38	-32.28	37.38	-32.28
37.3875	-32.2834	37.38	-32.28	37.38	-32.28
37.3895	-32.2793	37.38	-32.28	37.38	-32.28
37.3916	-32.2753	37.38	-32.28	37.38	-32.28
37.3937	-32.2712	37.38	-32.28	37.38	-32.28
37.3957	-32.2672	37.38	-32.28	37.38	-32.28
37.3978	-32.2631	37.38	-32.28	37.38	-32.28
37.3998	-32.2591	37.38	-32.28	37.38	-32.28
37.4019	-32.255	37.38	-32.28	37.38	-32.28
37.404	-32.251	37.38	-32.28	37.38	-32.28
37.406	-32.247	37.38	-32.22	37.38	-32.22
37.4081	-32.2429	37.38	-32.22	37.38	-32.22
37.4102	-32.2389	37.44	-32.22	37.44	-32.22
37.4122	-32.2348	37.44	-32.22	37.44	-32.22
37.4143	-32.2308	37.44	-32.22	37.44	-32.22
37.4163	-32.2267	37.44	-32.22	37.44	-32.22
37.4184	-32.2227	37.44	-32.22	37.44	-32.22
37.4205	-32.2186	37.44	-32.22	37.44	-32.22
37.4225	-32.2146	37.44	-32.22	37.44	-32.22
37.4246	-32.2105	37.44	-32.22	37.44	-32.22
37.4266	-32.2064	37.44	-32.22	37.44	-32.22
37.4287	-32.2024	37.44	-32.22	37.44	-32.22
37.4308	-32.1983	37.44	-32.22	37.44	-32.22
37.4328	-32.1943	37.44	-32.22	37.44	-32.22
37.4349	-32.1902	37.44	-32.22	37.44	-32.22
37.4369	-32.1862	37.44	-32.16	37.44	-32.16
37.439	-32.1821	37.44	-32.16	37.44	-32.16
37.441	-32.1781	37.44	-32.16	37.44	-32.16
37.4431	-32.174	37.44	-32.16	37.44	-32.16
37.4452	-32.17	37.44	-32.16	37.44	-32.16
37.4472	-32.1659	37.44	-32.16	37.44	-32.16
37.4493	-32.1619	37.44	-32.16	37.44	-32.16
37.4513	-32.1578	37.44	-32.16	37.44	-32.16
37.4534	-32.1537	37.44	-32.16	37.44	-32.16
37.4554	-32.1497	37.44	-32.16	37.44	-32.16
37.4575	-32.1456	37.44	-32.16	37.44	-32.16
37.4596	-32.1416	37.44	-32.16	37.44	-32.16
37.4616	-32.1375	37.44	-32.16	37.44	-32.16
37.4637	-32.1335	37.44	-32.16	37.44	-32.16
37.4657	-32.1294	37.44	-32.1	37.44	-32.1
37.4678	-32.1253	37.44	-32.1	37.44	-32.1
37.4698	-32.1213	37.44	-32.1	37.44	-32.1
37.4719	-32.1172	37.5	-32.1	37.5	-32.1
37.4739	-32.1132	37.5	-32.1	37.5	-32.1
37.476	-32.1091	37.5	-32.1	37.5	-32.1
37.478	-32.1051	37.5	-32.1	37.5	-32.1
37.4801	-32.101	37.5	-32.1	37.5	-32.1
37.4822	-32.0969	37.5	-32.1	37.5	-32.1
37.4842	-32.0929	37.5	-32.1	37.5	-32.1
37.4863	-32.0888	37.5	-32.1	37.5	-32.1
37.4883	-32.0848	37.5	-32.1	37.5	-32.1
37.4904	-32.0807	37.5	-32.1	37.5	-32.1
37.4924	-32.0766	37.5	-32.1	37.5	-32.1
37.4945	-32.0726	37.5	-32.1	37.5	-32.1
37.4965	-32.0685	37.5	-32.04	37.5	-32.04
37.4986	-32.0644	37.5	-32.04	37.5	-32.04
37.5006	-32.0604	37.5	-32.04	37.5	-32.04
37.5027	-32.0563	37.5	-32.04	37.5	-32.04
37.5047	-32.0523	37.5	-32.04	37.5	-32.04
37.5068	-32.0482	37.5	-32.04	37.5	-32.04
37.5088	-32.0441	37.5	-32.04	37.5	-32.04
37.5109	-32.0401	37.5	-32.04	37.5	-32.04
37.5129	-32.036	37.5	-32.04	37.5	-32.04
37.515	-32.0319	37.5	-32.04	37.5	-32.04
37.517	-32.0279	37.5	-32.04	37.5	-32.04
37.5191	-32.0238	37.5	-32.04	37.5	-32.04
37.5211	-32.0197	37.5	-32.04	37.5	-32.04
37.5232	-32.0157	37.5	-32.04	37.5	-32.04
37.5252	-32.0116	37.5	-32.04	37.5	-32.04
37.5273	-32.0075	37.5	-31.98	37.5	-31.98
37.5293	-32.0035	37.5	-31.98	37.5	-31.98
37.5314	-31.9994	37.56	-31.98	37.56	-31.98
37.5334	-31.9953	37.56	-31.98	37.56	-31.98
37.5355	-31.9913	37.56	-31.98	37.56	-31.98
37.5375	-31.9872	37.56	-31.98	37.56	-31.98
37.5396	-31.9831	37.56	-31.98	37.56	-31.98
37.5416	-31.9791	37.56	-31.98	37.56	-31.98
37.5436	-31.975	37.56	-31.98	37.56	-31.98
37.5457	-31.9709	37.56	-31.98	37.56	-31.98
37.5477	-31.9669	37.56	-31.98	37.56	-31.98
37.5498	-31.9628	37.56	-31.98	37.56	-31.98
37.5518	-31.9587	37.56	-31.98	37.56	-31.98
37.5539	-31.9547	37.56	-31.98	37.56	-31.98
37.5559	-31.9506	37.56	-31.98	37.56	-31.98
37.558	-31.9465	37.56	-31.92	37.56	-31.92
37.56	-31.9424	37.56	-31.92	37.56	-31.92
37.562	-31.9384	37.56	-31.92	37.56	-31.92
37.5641	-31.9343	37.56	-31.92	37.56	-31.92
37.5661	-31.9302	37.56	-31.92	37.56	-31.92
37.5682	-31.9262	37.56	-31.92	37.56	-31.92
37.5702	-31.9221	37.56	-31.92	37.56	-31.92
37.5723	-31.918	37.56	-31.92	37.56	-31.92
37.5743	-31.9139	37.56	-31.92	37.56	-31.92
37.5764	-31.9099	37.56	-31.92	37.56	-31.92
37.5784	-31.9058	37.56	-31.92	37.56	-31.92
37.5804	-31.9017	37.56	-31.92	37.56	-31.92
37.5825	-31.8976	37.56	-31.92	37.56	-31.92
37.5845	-31.8936	37.56	-31.92	37.56	-31.92
37.5866	-31.8895	37.56	-31.86	37.56	-31.86
37.5886	-31.8854	37.56	-31.86	37.56	-31.86
37.5906	-31.8813	37.62	-31.86	37.62	-31.86
37.5927	-31.8773	37.62	-31.86	37.62	-31.86
37.5947	-31.8732	37.62	-31.86	37.62	-31.86
37.5968	-31.8691	37.62	-31.86	37.62	-31.86
37.5988	-31.865	37.62	-31.86	37.62	-31.86
37.6008	-31.861	37.62	-31.86	37.62	-31.86
37.6029	-31.8569	37.62	-31.86	37.62	-31.86
37.6049	-31.8528	37.62	-31.86	37.62	-31.86
37.607	-31.8487	37.62	-31.86	37.62	-31.86
37.609	-31.8446	37.62	-31.86	37.62	-31.86
37.611	-31.8406	37.62	-31.86	37.62	-31.86
37.6131	-31.8365	37.62	-31.86	37.62	-31.86
37.6151	-31.8324	37.62	-31.86	37.62	-31.86
37.6172	-31.8283	37.62	-31.8	37.62	-31.8
37.6192	-31.8242	37.62	-31.8	37.62	-31.8
37.6212	-31.8202	37.62	-31.8	37.62	-31.8
37.6233	-31.8161	37.62	-31.8	37.62	-31.8
37.6253	-31.812	37.62	-31.8	37.62	-31.8
